urgency_score,domain_similarity_score,financial_keyword_count,request_type,sender_anomaly,sender_name,sender_profile,email_body,is_ato,label
0.7809045444817448,0.8619130919985593,1,2,1,Jane Manager,Manager_Casual,"Good day,

I need a wire transfer of $375214 sent to ****1234 urgently

Critical! Send confirmation once complete.",0,1
0.278225607309659,0.8068626426397931,4,0,0,John Executive,CEO_Formal,"Dear,

Can you approve the payment of $33534?

Thank you for your attention to this matter.",0,1
0.481258251232335,0.8731519252554494,1,1,0,John Executive,CEO_Formal,"Dear,

Verify your account at https://secure-companyy.com immediately

Please confirm once processed.",0,1
0.4706841904516139,0.7692473894379309,1,0,1,Bob Finance,Manager_Casual,"Hi,

Need payment approval for $13981

Thanks! Need this done ASAP.",0,0
0.20742898340662802,0.6714322862366878,1,1,1,Jane Manager,Manager_Casual,"Hi,

Your credentials need updating - visit https://secure-companyy.com

This is urgent! Pls handle immediately.",0,1
0.49772094101930675,0.32440083301769573,4,0,0,Jane Manager,Manager_Casual,"Good day,

Can you approve the payment of $31772?

Thanks! Need this done ASAP.",0,0
0.38230235854121336,0.7207639920484781,1,0,0,Jane Manager,Manager_Casual,"Team,

Need payment approval for $93039

Critical! Send confirmation once complete.",0,0
0.34333417323237386,0.8000091223984113,0,0,0,Jane Manager,Manager_Casual,"Hi,

Pls process payment of $65068 to invoice INV-91416

This is urgent! Pls handle immediately.",0,0
0.46357086979800916,0.5373516005315737,2,0,1,Bob Finance,Manager_Casual,"Hello,

Can you approve the payment of $22361?

Thanks! Need this done ASAP.",0,0
0.5445605851262565,0.618767497339486,1,0,1,Jane Manager,Manager_Casual,"Good day,

Need payment approval for $62433

This is urgent! Pls handle immediately.",0,1
0.1670461054169013,0.9227790025260655,1,0,0,Bob Finance,Manager_Casual,"Good day,

Pls process payment of $22601 to invoice INV-44664

Pls confirm once processed.",1,1
0.22735060771042695,0.8176469018070471,5,2,0,Bob Finance,Manager_Casual,"Hello,

Wire transfer needed: $157721 to ****1234

Kindly arrange this at your earliest convenience.",1,1
0.31786650756636514,0.8664553607973597,1,2,1,Bob Finance,Manager_Casual,"Good day,

Can you initiate a wire of $370446? Account: ****1234

Appreciate your quick response!",0,1
0.43407123409278664,0.8174783700784563,2,1,1,Bob Finance,Manager_Casual,"Team,

Update required at https://secure-companyy.com - use your current password

This is urgent! Pls handle immediately.",0,1
0.3448672963463719,0.2902259093958538,2,0,0,Bob Finance,Manager_Casual,"Team,

Can you approve the payment of $10778?

Thanks! Need this done ASAP.",0,1
0.2659680582127543,0.7092867520229441,1,1,0,Bob Finance,Manager_Casual,"Good day,

Your credentials need updating - visit https://secure-commpany.com

Critical! Send confirmation once complete.",0,1
0.4641851508832817,0.399032482239149,0,2,0,Bob Finance,Manager_Casual,"Hi,

Pls arrange a wire transfer of $49449 to the following account: ****1234

Thanks! Need this done ASAP.",0,1
0.6262736638616666,0.5226276022450453,2,1,1,Bob Finance,Manager_Casual,"Hi,

Update required at https://secure-companyy.com - use your current password

Critical! Send confirmation once complete.",0,1
0.1192407220289032,0.4226199825742387,1,1,0,John Executive,CEO_Formal,"Hi,

Update required at https://secure-commpany.com - use your current password

Pls confirm once processed.",1,1
0.6670811974232751,0.8405267830136475,1,1,1,Jane Manager,Manager_Casual,"Hello,

Your credentials need updating - visit https://secure-companyy.com

Appreciate your quick response!",0,1
0.21119372875209952,0.7809671976835844,2,2,0,Bob Finance,Manager_Casual,"Team,

Can you initiate a wire of $495366? Account: ****1234

Kindly arrange this at your earliest convenience.",1,1
0.6704275992626847,0.754335817829852,1,2,0,John Executive,CEO_Formal,"Dear,

I need a wire transfer of $22995 sent to ****1234 urgently

Kindly arrange this at your earliest convenience.",0,1
0.28124893546624935,0.6709062362051663,1,2,0,Bob Finance,Manager_Casual,"Good day,

I need a wire transfer of $430602 sent to ****1234 urgently

Thanks! Need this done ASAP.",0,1
0.6252835395582708,0.5580932882060522,0,2,1,Jane Manager,Manager_Casual,"Hello,

Pls arrange a wire transfer of $210562 to the following account: ****1234

This is urgent! Pls handle immediately.",0,1
0.4108763693688221,0.7149202034551619,2,0,1,Jane Manager,Manager_Casual,"Hello,

Need payment approval for $65332

Thanks! Need this done ASAP.",0,1
0.2678911998661184,0.48937696637173717,2,0,0,John Executive,CEO_Formal,"Dear,

Need payment approval for $57227

Please confirm once processed.",0,0
0.05434771133372549,0.8379645660047319,2,2,0,Jane Manager,Manager_Casual,"Good day,

I need a wire transfer of $366263 sent to ****1234 urgently

Appreciate your quick response!",0,0
0.5571174566608885,0.2466230070824818,1,2,0,John Executive,CEO_Formal,"Dear,

Wire transfer needed: $103620 to ****1234

Thank you for your attention to this matter.",0,0
0.3005759168453871,0.9374335736600328,3,1,1,John Executive,CEO_Formal,"Dear,

Verify your account at https://secure-commpany.com immediately

Thank you for your attention to this matter.",0,1
0.20371399182030295,0.6480379065145674,0,0,0,Jane Manager,Manager_Casual,"Hi,

Payment due: $80574 for supplies

This is urgent! Pls handle immediately.",0,1
0.18547835563481127,0.7711019089930002,3,0,0,Bob Finance,Manager_Casual,"Team,

Pls process payment of $73146 to invoice INV-80575

Appreciate your quick response!",0,1
0.39628946926921604,0.7546191393251912,1,0,1,Jane Manager,Manager_Casual,"Hi,

Can you approve the payment of $86678?

Appreciate your quick response!",0,1
0.29092821873803165,0.5729666592157534,2,2,1,Bob Finance,Manager_Casual,"Good day,

I need a wire transfer of $181013 sent to ****1234 urgently

Critical! Send confirmation once complete.",0,1
0.2815823764243311,0.8401804268094853,1,1,1,Bob Finance,Manager_Casual,"Good day,

Your credentials need updating - visit https://secure-companyy.com

Critical! Send confirmation once complete.",0,1
0.30415472221526463,0.428749229015076,1,1,0,Bob Finance,Manager_Casual,"Team,

Your credentials need updating - visit https://secure-commpany.com

Critical! Send confirmation once complete.",0,1
0.14500101218384817,0.581030999297755,1,2,1,Bob Finance,Manager_Casual,"Hi,

Wire transfer needed: $160425 to ****1234

Thanks! Need this done ASAP.",0,0
0.14575386448170222,0.4735147190051803,0,1,0,Jane Manager,Manager_Casual,"Good day,

Verify your account at https://secure-company.com immediately

Critical! Send confirmation once complete.",0,0
0.4447140286232617,0.5456360239644696,2,0,1,Jane Manager,Manager_Casual,"Hello,

Payment due: $27241 for contract

Appreciate your quick response!",0,0
0.5781117271956118,0.7348603398969078,4,1,0,Bob Finance,Manager_Casual,"Good day,

Pls update your email credentials at https://secure-companyy.com

Thanks for your attention to this matter.",1,1
0.5255023004233176,0.7628324331464876,2,0,0,John Executive,CEO_Formal,"Hello,

Need payment approval for $8201

Appreciation for your prompt action.",1,1
0.1317877561206316,0.7472042189435623,4,1,1,Bob Finance,Manager_Casual,"Hi,

Verify your account at https://secure-commpany.com immediately

Thanks! Need this done ASAP.",0,1
0.07912424483650224,0.5625918003546202,0,0,0,Bob Finance,Manager_Casual,"Team,

Payment due: $57383 for services

This is urgent! Pls handle immediately.",0,0
0.28695952384503826,0.49698251251107883,1,2,0,John Executive,CEO_Formal,"Greetings,

Can you initiate a wire of $102215? Account: ****1234

Appreciation for your prompt action.",0,0
0.3066521769844858,0.825188235038396,3,1,1,John Executive,CEO_Formal,"Dear,

Please update your email credentials at https://secure-commpany.com

Kindly arrange this at your earliest convenience.",0,1
0.27531850736958335,0.8418870824367135,2,0,1,Jane Manager,Manager_Casual,"Good day,

Payment due: $85301 for consulting

Critical! Send confirmation once complete.",0,1
0.17071950195627994,0.7677759778770472,1,2,0,John Executive,CEO_Formal,"Greetings,

I need a wire transfer of $145891 sent to ****1234 urgently

Kindly arrange this at your earliest convenience.",0,0
0.39073635254760725,0.6555358910729356,3,1,0,Bob Finance,Manager_Casual,"Good day,

Verify your account at https://secure-company.com immediately

Thanks! Need this done ASAP.",0,0
0.6788025849247095,0.5903236045419497,1,1,0,Jane Manager,Manager_Casual,"Team,

Pls update your email credentials at https://secure-commpany.com

Thanks! Need this done ASAP.",0,1
0.192377699803405,0.7278019098917871,1,2,0,Jane Manager,Manager_Casual,"Good day,

Wire transfer needed: $478203 to ****1234

This is urgent! Pls handle immediately.",0,1
0.02028215005180489,0.7941740406352082,2,0,0,John Executive,CEO_Formal,"Dear,

Need payment approval for $55205

Please confirm once processed.",0,1
0.3582483677801861,0.754640728147275,3,0,0,Jane Manager,Manager_Casual,"Team,

Can you approve the payment of $76121?

This is urgent! Pls handle immediately.",0,0
0.7569827180913815,0.7619223523150305,2,1,1,John Executive,CEO_Formal,"Greetings,

Verify your account at https://secure-companyy.com immediately

Appreciation for your prompt action.",0,1
0.1687943704612754,0.1821338091352819,2,0,0,Jane Manager,Manager_Casual,"Hi,

Can you approve the payment of $44139?

Thanks! Need this done ASAP.",0,0
0.16065783853522705,0.45076256049152547,1,0,0,Jane Manager,Manager_Casual,"Hello,

Can you approve the payment of $62125?

Critical! Send confirmation once complete.",0,0
0.489281770796485,0.7331944713030568,4,1,0,Jane Manager,Manager_Casual,"Team,

Your credentials need updating - visit https://secure-commpany.com

Thanks! Need this done ASAP.",0,1
0.3620235679785825,0.6645617381763192,2,0,0,Bob Finance,Manager_Casual,"Hi,

Payment due: $82580 for contract

Pls confirm once processed.",1,1
0.09108546055609715,0.687025133708576,1,1,0,Bob Finance,Manager_Casual,"Team,

Your credentials need updating - visit https://secure-commpany.com

Thanks! Need this done ASAP.",0,1
0.6534758141387339,0.6539039547009861,2,2,0,John Executive,CEO_Formal,"Greetings,

I need a wire transfer of $181627 sent to ****1234 urgently

Kindly arrange this at your earliest convenience.",0,0
0.617087085597628,0.8848447435797737,2,1,1,Jane Manager,Manager_Casual,"Good day,

Update required at https://secure-commpany.com - use your current password

Appreciate your quick response!",0,1
0.23691499143102424,0.44654656306346624,3,2,1,Jane Manager,Manager_Casual,"Good day,

Pls arrange a wire transfer of $256576 to the following account: ****1234

This is urgent! Pls handle immediately.",0,1
0.3684366619181362,0.9469751482517521,3,1,1,Bob Finance,Manager_Casual,"Hi,

Update required at https://secure-companyy.com - use your current password

This is urgent! Pls handle immediately.",0,1
0.3680603976665996,0.845196783325415,2,0,0,Bob Finance,Manager_Casual,"Hi,

Pls process payment of $37411 to invoice INV-36130

Thanks! Need this done ASAP.",0,1
0.17491687282810786,0.8679368880899904,3,2,0,John Executive,CEO_Formal,"Dear,

I need a wire transfer of $360989 sent to ****1234 urgently

Please confirm once processed.",0,1
0.19243776571238527,0.7854318581928558,3,0,0,Bob Finance,Manager_Casual,"Hello,

Payment due: $96680 for supplies

Thanks! Need this done ASAP.",0,1
0.5245464860763878,0.43384152365653544,3,1,0,Bob Finance,Manager_Casual,"Hi,

Your credentials need updating - visit https://secure-commpany.com

This is urgent! Pls handle immediately.",0,1
0.08343817057778537,0.8256060806707562,4,2,1,Bob Finance,Manager_Casual,"Hi,

Wire transfer needed: $311883 to ****1234

Critical! Send confirmation once complete.",0,1
0.19075371974015634,0.8556985822050385,1,2,0,Jane Manager,Manager_Casual,"Hello,

Pls arrange a wire transfer of $320429 to the following account: ****1234

Thanks! Need this done ASAP.",0,1
0.47471817272160477,0.6239905737090028,6,0,0,John Executive,CEO_Formal,"Good day,

Pls process payment of $79177 to invoice INV-15383

Appreciation for your prompt action.",1,1
0.4483055799654061,0.9534934699442086,5,0,0,Bob Finance,Manager_Casual,"Good day,

Pls process payment of $71317 to invoice INV-94874

This is urgent! Pls handle immediately.",0,1
0.42833503836335207,0.27701013006887565,1,2,0,Jane Manager,Manager_Casual,"Team,

Pls arrange a wire transfer of $237291 to the following account: ****1234

Appreciate your quick response!",0,1
0.27191266139556286,0.7489727055150457,0,0,0,Bob Finance,Manager_Casual,"Team,

Need payment approval for $62080

Critical! Send confirmation once complete.",0,0
0.3080393050526159,0.24569070364748175,1,2,0,Jane Manager,Manager_Casual,"Team,

Wire transfer needed: $178980 to ****1234

Kindly arrange this at your earliest convenience.",1,1
0.4338013825289267,0.871914886216224,1,0,0,John Executive,CEO_Formal,"Greetings,

Payment due: $36963 for consulting

Thank you for your attention to this matter.",0,1
0.22694117717306517,0.6107506005458878,2,1,0,John Executive,CEO_Formal,"Greetings,

Update required at https://secure-company.com - use your current password

Kindly arrange this at your earliest convenience.",0,0
0.4100586955614825,0.7872617690990487,3,0,0,Jane Manager,Manager_Casual,"Hello,

Can you approve the payment of $38862?

Appreciate your quick response!",0,1
0.5102422712508926,0.6716832795412997,3,2,1,Bob Finance,Manager_Casual,"Hi,

Can you initiate a wire of $54885? Account: ****1234

Thanks! Need this done ASAP.",0,1
0.18744782695048942,0.6791119220610625,3,2,0,Bob Finance,Manager_Casual,"Team,

I need a wire transfer of $301072 sent to ****1234 urgently

Thanks! Need this done ASAP.",0,0
0.3296874351235506,0.620764420183572,1,2,0,Bob Finance,Manager_Casual,"Team,

I need a wire transfer of $244972 sent to ****1234 urgently

This is urgent! Pls handle immediately.",0,0
0.41941730079650186,0.8082556285055656,1,0,0,John Executive,CEO_Formal,"Greetings,

Need payment approval for $58005

Thank you for your attention to this matter.",0,0
0.3117865091591874,0.6742526822138145,1,2,0,Jane Manager,Manager_Casual,"Good day,

I need a wire transfer of $401084 sent to ****1234 urgently

Appreciate your quick response!",0,1
0.49134927890962876,0.6102756596822275,3,2,0,Jane Manager,Manager_Casual,"Team,

Wire transfer needed: $170758 to ****1234

Appreciate your quick response!",0,0
0.4613314785949498,0.8422579087024897,3,0,0,John Executive,CEO_Formal,"Dear,

Need payment approval for $46359

Kindly arrange this at your earliest convenience.",0,1
0.37076769904403,0.6959336404531761,3,2,0,John Executive,CEO_Formal,"Greetings,

Wire transfer needed: $389891 to ****1234

Thank you for your attention to this matter.",0,0
0.30397875494671395,0.34929531978774964,3,1,0,John Executive,CEO_Formal,"Dear,

Update required at https://secure-company.com - use your current password

Kindly arrange this at your earliest convenience.",0,0
0.47240584302125505,0.5376526963336505,4,0,0,Jane Manager,Manager_Casual,"Hello,

Can you approve the payment of $6854?

Appreciate your quick response!",0,1
0.3649866968724473,0.34074574897762533,0,1,1,John Executive,CEO_Formal,"Dear,

Update required at https://secure-companyy.com - use your current password

Appreciation for your prompt action.",0,1
0.5835279518215379,0.566185586775053,2,2,0,John Executive,CEO_Formal,"Dear,

Wire transfer needed: $256099 to ****1234

Appreciation for your prompt action.",0,0
0.2739091742741991,0.6237499445988581,3,1,0,Jane Manager,Manager_Casual,"Good day,

Your credentials need updating - visit https://secure-companyy.com

Appreciate your quick response!",0,1
0.27944085066086644,0.8021583468935628,2,1,0,Jane Manager,Manager_Casual,"Hi,

Pls update your email credentials at https://secure-commpany.com

Appreciation for your prompt action.",1,1
0.5193319570383119,0.7455414327483885,0,1,1,John Executive,CEO_Formal,"Dear,

Your credentials need updating - visit https://secure-company.com

Kindly arrange this at your earliest convenience.",0,0
0.6309864586065681,0.780032198604815,0,1,1,Bob Finance,Manager_Casual,"Good day,

Pls update your email credentials at https://secure-companyy.com

This is urgent! Pls handle immediately.",0,1
0.4711287247458776,0.8942099909653387,2,1,0,Bob Finance,Manager_Casual,"Team,

Your credentials need updating - visit https://secure-commpany.com

Critical! Send confirmation once complete.",0,1
0.33286772489318023,0.506278519122286,2,2,0,Jane Manager,Manager_Casual,"Good day,

I need a wire transfer of $170107 sent to ****1234 urgently

This is urgent! Pls handle immediately.",0,1
0.5388592327125982,0.8723106744080337,4,1,0,Bob Finance,Manager_Casual,"Hi,

Your credentials need updating - visit https://secure-companyy.com

Appreciate your quick response!",0,1
0.19658262309587163,0.8507667317951043,0,0,0,Bob Finance,Manager_Casual,"Hi,

Need payment approval for $36439

Thanks! Need this done ASAP.",0,0
0.19972903545948156,0.8792918238816942,4,0,0,John Executive,CEO_Formal,"Greetings,

Payment due: $95357 for consulting

Thank you for your attention to this matter.",0,1
0.2099186458819303,0.4569597954566099,0,1,0,John Executive,CEO_Formal,"Dear,

Update required at https://secure-commpany.com - use your current password

Appreciation for your prompt action.",0,1
0.21873079586188784,0.8311363610048377,2,1,0,John Executive,CEO_Formal,"Dear,

Update required at https://secure-companyy.com - use your current password

Appreciation for your prompt action.",0,1
0.552280225971823,0.8312730516469575,2,0,0,John Executive,CEO_Formal,"Dear,

Need payment approval for $39816

Please confirm once processed.",0,0
0.20552559677482835,0.7877732701069001,1,0,0,John Executive,CEO_Formal,"Greetings,

Can you approve the payment of $62560?

Thank you for your attention to this matter.",0,1
0.25924552606852547,0.7130864723623774,1,0,0,Bob Finance,Manager_Casual,"Team,

Can you approve the payment of $70597?

Critical! Send confirmation once complete.",0,0
0.30583180977278934,0.6521899774592651,1,1,0,John Executive,CEO_Formal,"Dear,

Verify your account at https://secure-company.com immediately

Thank you for your attention to this matter.",0,0
0.5443008933169804,0.6184085566762829,3,2,0,Bob Finance,Manager_Casual,"Good day,

Pls arrange a wire transfer of $57881 to the following account: ****1234

Thanks! Need this done ASAP.",0,1
0.38792654207885746,0.8768515701933667,2,0,0,Bob Finance,Manager_Casual,"Hi,

Can you approve the payment of $80529?

Critical! Send confirmation once complete.",0,1
0.24841779326062333,0.8598891559341338,0,2,0,Bob Finance,Manager_Casual,"Team,

Wire transfer needed: $105152 to ****1234

Critical! Send confirmation once complete.",0,1
0.4340714878771382,0.751236071513017,0,0,0,Bob Finance,Manager_Casual,"Team,

Pls process payment of $66605 to invoice INV-55607

Thanks for your attention to this matter.",1,1
0.5066863165099799,0.5085818404540318,1,1,1,Jane Manager,Manager_Casual,"Hi,

Your credentials need updating - visit https://secure-company.com

Appreciate your quick response!",0,0
0.3468334310667746,0.36684584781345037,0,1,0,Jane Manager,Manager_Casual,"Team,

Update required at https://secure-commpany.com - use your current password

Pls confirm once processed.",1,1
0.3564354320559928,0.6602403999947611,0,1,0,Jane Manager,Manager_Casual,"Hi,

Update required at https://secure-company.com - use your current password

Appreciate your quick response!",0,0
0.2987189480691158,0.617600220526714,3,2,0,Jane Manager,Manager_Casual,"Hi,

I need a wire transfer of $463462 sent to ****1234 urgently

This is urgent! Pls handle immediately.",0,0
0.3916694752925059,0.5318766731949114,4,0,0,Bob Finance,Manager_Casual,"Team,

Payment due: $12104 for supplies

Appreciation for your prompt action.",1,1
0.20761886110190517,0.9791946038491417,2,1,0,Bob Finance,Manager_Casual,"Team,

Pls update your email credentials at https://secure-companyy.com

Appreciate your quick response!",0,1
0.19960241913030274,0.8038689810148826,6,2,0,Bob Finance,Manager_Casual,"Hello,

Wire transfer needed: $239699 to ****1234

Appreciation for your prompt action.",1,1
0.5792128137869617,0.7323634450067548,2,1,0,John Executive,CEO_Formal,"Dear,

Your credentials need updating - visit https://secure-companyy.com

Thank you for your attention to this matter.",0,1
0.330701592675263,0.7850584625775546,1,2,0,Bob Finance,Manager_Casual,"Hi,

I need a wire transfer of $58868 sent to ****1234 urgently

Thanks! Need this done ASAP.",0,0
0.2089087159238027,0.9653010627993557,2,1,0,John Executive,CEO_Formal,"Team,

Pls update your email credentials at https://secure-companyy.com

Appreciation for your prompt action.",1,1
0.24949204452828125,0.8582959693901225,2,0,1,Bob Finance,Manager_Casual,"Good day,

Can you approve the payment of $59459?

Thanks! Need this done ASAP.",0,1
0.4591621000705457,0.8574540874285924,5,0,1,Jane Manager,Manager_Casual,"Hello,

Payment due: $29983 for services

This is urgent! Pls handle immediately.",0,1
0.2974528748240655,0.7574044174437016,2,2,0,Jane Manager,Manager_Casual,"Team,

Wire transfer needed: $499815 to ****1234

Thanks for your attention to this matter.",1,1
0.37163068795353005,0.4980047311519145,3,2,1,John Executive,CEO_Formal,"Greetings,

Wire transfer needed: $449078 to ****1234

Appreciation for your prompt action.",0,1
0.4989842942347139,0.8069080048860489,2,1,0,John Executive,CEO_Formal,"Team,

Verify your account at https://secure-commpany.com immediately

Thanks for your attention to this matter.",1,1
0.541074854106725,0.9085617795151626,5,0,0,Bob Finance,Manager_Casual,"Team,

Payment due: $47176 for services

Critical! Send confirmation once complete.",0,1
0.2952209598257226,0.8911377739281591,0,2,0,John Executive,CEO_Formal,"Team,

Pls arrange a wire transfer of $176816 to the following account: ****1234

Appreciation for your prompt action.",1,1
0.5811331791658253,0.5427414245939431,2,0,1,Bob Finance,Manager_Casual,"Team,

Payment due: $91991 for services

Critical! Send confirmation once complete.",0,1
0.3432945161212554,0.4688154809034549,2,0,1,John Executive,CEO_Formal,"Dear,

Can you approve the payment of $18154?

Appreciation for your prompt action.",0,1
0.30779242227052134,0.8368350184899073,0,0,0,John Executive,CEO_Formal,"Dear,

Payment due: $90823 for contract

Appreciation for your prompt action.",0,1
0.20323265845294095,0.7915529812431981,1,2,0,Jane Manager,Manager_Casual,"Good day,

I need a wire transfer of $350701 sent to ****1234 urgently

Pls confirm once processed.",1,1
0.271560246214755,0.6387859695519316,5,2,1,Jane Manager,Manager_Casual,"Team,

Wire transfer needed: $338623 to ****1234

Critical! Send confirmation once complete.",0,1
